seller_id,seller_name,email,phone,city,state,country,seller_rating,seller_status,joined_date,_dq_issue
S00791,Electronics Emporium - Balasubramanian,electronicsemporiumb951@gmail.com,7334264335,Hyderabad,Telangana,India,1.6,Inactive,2023-12-06,
S00566,Grocery Store - Nori,grocerystorenori11@gmail.com,6636112849,Jaipur,Rajasthan,India,4.2,Active,2024-12-06,
S00473,Rajagopalan Ventures,rajagopalanventures359@gmail.com,8492683158,Lucknow,Uttar Pradesh,India,3.7,Active,2023-01-19,duplicate_seller_record
S00786,Basak Traders,basaktraders123@gmail.com,9667080850,Delhi,Delhi,India,3.7,Inactive,2024-08-27,
S00053,Sidhu Furniture Collection,sidhufurniturecollec209@gmail.com,8824771093,Jaipur,Rajasthan,India,4.0,Active,2019-02-26,
S00741,Wyatt Toys & Baby Care Exports,wyatttoysbabycareexp308@gmail.com,6381664969,Kolkata,West Bengal,India,1.6,Active,2022-05-16,
S00832,Gopal Toys & Baby Care Exports,gopaltoysbabycareexp869@gmail.com,6589988683,Mumbai,Maharashtra,India,2.9,Active,2021-03-22,
S00899,Baria Sports & Fitness Enterprises,bariasportsfitnessen701@gmail.com,7908718274,Delhi,Delhi,India,4.0,Active,2025-01-03,
S00642,Keer Mart,keermart948@gmail.com,7971252967,Ahmedabad,Gujarat,India,3.9,Active,2021-09-12,
S00956,Ray Electronics Retail Pvt Ltd,rayelectronicsretail874@gmail.com,6314217518,Kolkata,West Bengal,India,4.1,Active,2024-03-20,
S00857,Ucchal Books & Stationery House,ucchalbooksstationer725@gmail.com,8254837441,Bengaluru,Karnataka,India,4.5,Inactive,2019-12-14,
S00981,Chandran Collection,chandrancollection28@gmail.com,6904322302,Ahmedabad,Gujarat,India,2.6,Active,2020-06-27,
S00217,Din Beauty Co.,dinbeautyco292@gmail.com,6602933334,Chandigarh,Chandigarh,India,3.9,Active,2026-12-03,invalid_joined_date
S00948,Chopra House,choprahouse833@gmail.com,9765725659,Mumbai,Maharashtra,India,4.4,Active,2020-11-03,
S00964,Ranganathan Books & Stationery Hub,ranganathanbooksstat832@gmail.com,8841604615,Bengaluru,Karnataka,India,2.9,Active,2019-10-09,
S00418,Furniture House - Kohli,furniturehousekohli488@gmail.com,9784271147,Delhi,Delhi,India,3.5,Active,2020-07-05,
S00584,Mobiles & Accessories Emporium - Chokshi,mobilesaccessoriesem743@gmail.com,9382023684,Nagpur,Maharashtra,India,4.4,Active,2025-04-14,
S00464,Kata Books & Stationery Traders,katabooksstationeryt346@gmail.com,9193183745,Pune,Maharashtra,India,4.2,Active,2025-03-31,
S00739,Mobiles & Accessories Emporium - Choudhry,mobilesaccessoriesem578@gmail.com,9905150267,Pune,Maharashtra,India,3.1,Active,2020-02-15,
S00280,Contractor Collection,contractorcollection776@gmail.com,8779071416,Ludhiana,Punjab,India,3.8,Inactive,2021-07-30,
S00138,Toor Enterprises,toorenterprises53@gmail.com,8699013983,Coimbatore,Tamil Nadu,India,3.5,Inactive,2022-09-25,
S00463,Tank Store,tankstore621@gmail.com,9167433800,Chennai,Tamil Nadu,India,3.1,Active,2020-10-11,
S00946,Anika Home & Lifestyle Store,anikahomelifestylest153@gmail.com,7010912172,Ahmedabad,Gujarat,India,2.4,Active,2022-09-24,
S00431,Khare Sports & Fitness House,kharesportsfitnessho207@gmail.com,7420448207,Chennai,Tamil Nadu,India,4.2,Active,2019-12-10,
S00018,Beauty Store - Padmanabhan,beautystorepadmanabh245@gmail.com,8624751079,Hyderabad,Telangana,India,4.9,Inactive,2019-10-28,
S00789,Sports & Fitness Ventures - Ravi,sportsfitnessventure7@gmail.com,9003562439,Kochi,Kerala,India,3.9,Active,2024-02-18,
S00398,Kitchenware Traders - Naik,kitchenwaretradersna353@gmail.com,7578284106,Delhi,Delhi,India,4.5,Active,2024-02-20,
S00521,Saxena Furniture Retail Pvt Ltd,saxenafurnitureretai403@gmail.com,6324841376,Chennai,Tamil Nadu,India,4.8,Active,2023-02-19,
S00814,Palan Toys & Baby Care Collection,palantoysbabycarecol963@gmail.com,9603920514,Bengaluru,Karnataka,India,4.5,Active,2024-02-14,duplicate_seller_record
S00709,Devi House,devihouse793@gmail.com,9796304483,Mumbai,Maharashtra,India,4.4,Active,2019-09-07,
S00609,Choudhry Toys & Baby Care Enterprises,choudhrytoysbabycare976@gmail.com,7322889857,Pune,Maharashtra,India,4.2,Active,2023-01-15,
S00365,Books & Stationery Traders - Kata,booksstationerytrade87@gmail.com,7927663723,Pune,Maharashtra,India,3.7,Active,2019-08-11,
S00134,Shankar Furniture House,shankarfurniturehous247@gmail.com,7119079030,Mumbai,Maharashtra,India,3.3,Active,2021-06-08,
S00432,Nirja Beauty Enterprises,,8162319818,Bengaluru,Karnataka,India,3.9,Active,2024-11-21,null_email
S00864,Khurana Mobiles & Accessories Exports,khuranamobilesaccess583@gmail.com,8575757475,Ahmedabad,Gujarat,India,3.6,Active,2021-07-23,
S00211,Urvashi Beauty Hub,urvashibeautyhub940@gmail.com,6998616229,Bengaluru,Karnataka,India,3.7,Active,2020-02-15,
S00423,Fashion Retail Pvt Ltd - Oak,fashionretailpvtltdo358@gmail.com,6561655650,Mumbai,Maharashtra,India,3.9,Active,2026-04-08,
S00534,Agate Exports,agateexports279@gmail.com,9156627768,Delhi,Delhi,India,3.8,Active,2020-09-30,
S00360,Oscar Mobiles & Accessories Traders,oscarmobilesaccessor868@gmail.com,7846895009,Pune,Maharashtra,India,3.5,Active,2025-07-04,
S00219,Soman Sports & Fitness Ventures,somansportsfitnessve8@gmail.com,8899441715,Chandigarh,Chandigarh,India,4.8,Active,2022-02-08,
S00161,Qushi Furniture House,qushifurniturehouse30@gmail.com,7796603341,Pune,Maharashtra,India,3.7,Active,2025-01-08,
S00413,Shenoy Electronics Ventures,shenoyelectronicsven542@gmail.com,7342801387,Hyderabad,Telangana,India,3.2,Active,2023-12-06,
S00772,Ratta Store,rattastore373@gmail.com,6615814888,Indore,Madhya Pradesh,India,4.4,Inactive,2019-08-18,
S00778,Electronics Collection - Brar,electronicscollectio654@gmail.com,7313348458,Ahmedabad,Gujarat,India,3.5,Active,2025-11-01,
S00646,Goel Grocery Collection,goelgrocerycollectio763@gmail.com,6307240787,Ahmedabad,Gujarat,India,3.1,Active,2025-03-04,duplicate_seller_record
S00129,Saini Home & Lifestyle Exports,sainihomelifestyleex539@gmail.com,9851910883,Chandigarh,Chandigarh,India,3.7,Active,2022-09-05,
S00852,Yash Books & Stationery Ventures,yashbooksstationeryv163@gmail.com,9431271026,Chennai,Tamil Nadu,India,3.5,Active,2019-03-23,
S00755,Furniture Retail Pvt Ltd - Natarajan,furnitureretailpvtlt274@gmail.com,9951330531,Lucknow,Uttar Pradesh,India,3.8,Active,2025-10-31,
S00509,Dey Store,deystore463@gmail.com,7634669254,Ahmedabad,Gujarat,India,3.7,Active,2019-12-11,
S00322,Solanki Sports & Fitness Hub,solankisportsfitness926@gmail.com,8798123878,Delhi,Delhi,India,4.5,Active,2021-10-10,
S00912,Grocery Co. - Saha,grocerycosaha195@gmail.com,8885379821,Kochi,Kerala,India,4.0,Inactive,2026-02-28,
S00950,Kitchenware Emporium - Wali,kitchenwareemporiumw346@gmail.com,6178332584,Kolkata,West Bengal,India,3.6,Inactive,2025-08-15,
S00570,Fashion Enterprises - Kumer,fashionenterprisesku568@gmail.com,9068277881,Pune,Maharashtra,India,3.3,Active,2019-01-30,
S00343,Beauty Ventures - Srinivas,beautyventuressriniv569@gmail.com,6395512405,Chandigarh,Chandigarh,India,4.8,Active,2020-11-10,
S00477,Footwear Mart - Bains,footwearmartbains498@gmail.com,6229604432,Bengaluru,Karnataka,India,4.2,Active,2020-05-16,
S00087,Ekavir Footwear Mart,ekavirfootwearmart419@gmail.com,8905151864,Pune,Maharashtra,India,2.8,Inactive,2025-10-04,
S00978,Prisha Home & Lifestyle Collection,prishahomelifestylec548@gmail.com,6187233351,Indore,Madhya Pradesh,India,1.7,Active,2025-08-03,
S00738,Shankar Mart,shankarmart351@gmail.com,8183437401,Bengaluru,Karnataka,India,3.6,Active,2024-04-30,
S00927,Sridhar Books & Stationery Hub,sridharbooksstatione404@gmail.com,7207223959,Lucknow,Uttar Pradesh,India,4.2,Active,2024-02-07,
S00395,Rattan Exports,rattanexports486@gmail.com,8670431038,Mumbai,Maharashtra,India,3.9,Active,2022-11-05,
S00056,Toys & Baby Care Emporium - Oak,toysbabycareemporium566@gmail.com,9753396360,Chennai,Tamil Nadu,India,3.0,Active,2023-04-11,
S00435,Raju Mobiles & Accessories Traders,rajumobilesaccessori708@gmail.com,7486451837,Mumbai,Maharashtra,India,3.2,Inactive,2023-05-29,
S00383,Karnik Collection,karnikcollection164@gmail.com,6054364597,Ahmedabad,Gujarat,India,1.7,Active,2025-01-10,
S00984,Books & Stationery Ventures - Ahuja,booksstationeryventu908@gmail.com,9298937629,Kochi,Kerala,India,4.3,Active,2022-07-17,
S00558,Anvi Furniture Exports,anvifurnitureexports377@gmail.com,6111178309,Bengaluru,Karnataka,India,3.7,Active,2022-01-26,
S00307,Balakrishnan Fashion Store,balakrishnanfashions498@gmail.com,7109678994,Pune,Maharashtra,India,1.8,Active,2019-10-18,
S00479,Bawa Kitchenware Emporium,bawakitchenwareempor820@gmail.com,9636580741,Chennai,Tamil Nadu,India,4.3,Active,2025-05-31,
S00645,Dua Enterprises,duaenterprises225@gmail.com,8679836314,Ahmedabad,Gujarat,India,3.3,Active,2025-06-22,
S00530,Dass Home & Lifestyle Hub,dasshomelifestylehub239@gmail.com,4792,Kolkata,West Bengal,India,2.3,Active,2021-04-07,invalid_phone_format
S00388,Sarin Ventures,sarinventures914@gmail.com,7906007806,Delhi,Delhi,India,3.6,Active,2020-02-06,
S00783,Pooja Mobiles & Accessories Ventures,poojamobilesaccessor61@gmail.com,6054857417,Delhi,Delhi,India,2.3,Active,2022-08-22,
S00449,Furniture Enterprises - Keer,furnitureenterprises27@gmail.com,8165915201,Jaipur,Rajasthan,India,3.4,Active,2024-05-19,
S00063,Issac Co.,issacco644@gmail.com,6047095214,Kolkata,West Bengal,India,3.0,Active,2021-04-02,
S00633,Rajata Toys & Baby Care Co.,rajatatoysbabycareco447@gmail.com,9342346199,Ahmedabad,Gujarat,India,3.0,Active,2024-06-21,
S00068,Footwear Enterprises - Patil,footwearenterprisesp558@gmail.com,8064317139,Nagpur,Maharashtra,India,4.7,Active,2022-09-28,
S00305,Ucchal Books & Stationery Retail Pvt Ltd,ucchalbooksstationer303@gmail.com,8857086209,Pune,Maharashtra,India,4.3,Active,2021-09-05,
S00764,Mutti Store,muttistore997@gmail.com,9819523710,Ahmedabad,Gujarat,India,4.1,Active,2023-07-23,
S00298,Electronics Mart - Saran,electronicsmartsaran129@gmail.com,9031207356,Pune,Maharashtra,India,3.0,Active,2023-03-02,
S00440,Vora Mobiles & Accessories Store,voramobilesaccessori971@gmail.com,6893173420,Kochi,Kerala,India,3.3,Active,2021-12-01,
S00819,Iyer Kitchenware Mart,iyerkitchenwaremart332@gmail.com,7703824073,Mumbai,Maharashtra,India,4.3,Inactive,2021-10-01,
S00526,Das Home & Lifestyle Store,dashomelifestylestor17@gmail.com,9005313122,Bengaluru,Karnataka,India,1.8,Active,2022-09-01,
S00859,Dhawan Kitchenware Emporium,dhawankitchenwareemp160@gmail.com,9519102312,Surat,Gujarat,India,2.1,Inactive,2019-01-16,
S00380,Baral Traders,baraltraders103@gmail.com,9207100219,Chennai,Tamil Nadu,India,4.4,Active,2024-05-03,
S00441,Aurora Footwear Retail Pvt Ltd,aurorafootwearretail15@gmail.com,9771333447,Pune,Maharashtra,India,3.2,Active,2021-04-26,
S00872,Sports & Fitness Store - Gupta,sportsfitnessstoregu729@gmail.com,7507330559,Mumbai,Maharashtra,India,3.5,Active,2022-01-22,
S00674,Grocery Hub - Bhatti,groceryhubbhatti104@gmail.com,6730985034,Hyderabad,Telangana,India,4.5,Active,2023-01-05,
S00353,Kara Toys & Baby Care House,karatoysbabycarehous349@gmail.com,7966958321,Hyderabad,Telangana,India,4.1,Active,2024-06-16,
S00695,Puri Sports & Fitness Emporium,purisportsfitnessemp361@gmail.com,6579376392,Chennai,Tamil Nadu,India,4.5,Active,2023-07-28,
S00157,Sathe Footwear Co.,sathefootwearco112@gmail.com,7529096561,Hyderabad,Telangana,India,1.4,Active,2024-09-22,
S00923,Beauty Emporium - Roy,beautyemporiumroy491@gmail.com,7239898306,Bengaluru,Karnataka,India,3.2,Active,2020-01-04,
S00149,Oza Collection,ozacollection365@gmail.com,9629619431,Kolkata,West Bengal,India,2.0,Active,2026-02-09,
S00131,Murthy Sports & Fitness Mart,murthysportsfitnessm764@gmail.com,7910651801,Surat,Gujarat,India,4.8,Active,2022-03-21,
S00974,Shanker Books & Stationery Mart,shankerbooksstatione279@gmail.com,8601913443,Surat,Gujarat,India,4.1,Active,2025-03-27,
S00235,Kota Co.,kotaco495@gmail.com,9167014508,Mumbai,Maharashtra,India,4.1,Active,2025-05-03,
S00594,Dhar Store,dharstore492@gmail.com,9245723084,Indore,Madhya Pradesh,India,3.8,Active,2019-07-02,
S00520,Sachi Mobiles & Accessories Collection,sachimobilesaccessor474@gmail.com,6147546926,Hyderabad,Telangana,India,2.8,Inactive,2023-11-05,
S00551,Shanker Mobiles & Accessories Co.,shankermobilesaccess319@gmail.com,6983665528,Ludhiana,Punjab,India,3.9,Active,2020-03-12,
S00547,Varghese Toys & Baby Care Exports,varghesetoysbabycare752@gmail.com,9493289802,Chennai,Tamil Nadu,India,3.5,Active,2025-02-25,
S00750,Toys & Baby Care Collection - Bassi,toysbabycarecollecti52@gmail.com,8465408424,Pune,Maharashtra,India,3.1,Active,2022-08-22,
S00038,Rattan Grocery Ventures,rattangroceryventure797@gmail.com,7419049663,Jaipur,Rajasthan,India,2.0,Active,2026-01-13,
S00887,Pau Toys & Baby Care Retail Pvt Ltd,pautoysbabycareretai116@gmail.com,6379844097,Kochi,Kerala,India,1.9,Active,2021-06-01,
S00115,Sha Electronics Retail Pvt Ltd,shaelectronicsretail404@gmail.com,8585239868,Ahmedabad,Gujarat,India,1.7,Active,2022-09-26,
S00094,Electronics Co. - Chatterjee,electronicscochatter811@gmail.com,7204727790,Mumbai,Maharashtra,India,4.5,Active,2021-06-02,
S00491,Mobiles & Accessories Exports - Wali,mobilesaccessoriesex828@gmail.com,7375047930,Pune,Maharashtra,India,2.6,Active,2023-06-11,
S00150,Sports & Fitness Emporium - Lalla,sportsfitnessemporiu110@gmail.com,6047541212,Pune,Maharashtra,India,3.3,Active,2024-09-29,
S00004,Chaudry Enterprises,chaudryenterprises888@gmail.com,6647525534,Ahmedabad,Gujarat,India,4.0,Active,2019-10-20,
S00694,Karan Furniture Hub,karanfurniturehub325@gmail.com,8394353537,Kolkata,West Bengal,India,3.0,Inactive,2021-09-14,
S00011,Mall Co.,mallco731@gmail.com,8657871331,Coimbatore,Tamil Nadu,India,3.1,Active,2021-07-31,
S00261,Walla Hub,wallahub270@gmail.com,6108099693,Indore,Madhya Pradesh,India,4.5,Active,2025-02-04,
S00536,Zachariah Emporium,zachariahemporium733@gmail.com,9323008576,Kolkata,West Bengal,India,4.5,Inactive,2023-03-09,
S00249,Grocery Ventures - Salvi,groceryventuressalvi6@gmail.com,8720259094,Delhi,Delhi,India,3.5,Active,2023-01-06,
S00531,Biswas Home & Lifestyle Exports,biswashomelifestylee244@gmail.com,9524508640,Pune,Maharashtra,India,2.7,Active,2022-11-04,
S00024,Bath Exports,bathexports274@gmail.com,7160733754,Lucknow,Uttar Pradesh,India,4.2,Inactive,2021-07-02,
S00487,Home & Lifestyle Ventures - Chana,homelifestyleventure47@gmail.com,7891416128,Indore,Madhya Pradesh,India,4.9,Inactive,2021-05-13,
S00661,Mobiles & Accessories Hub - Sengupta,mobilesaccessorieshu131@gmail.com,8062607870,Lucknow,Uttar Pradesh,India,2.0,Active,2026-04-15,
S00285,Bal Home & Lifestyle House,balhomelifestylehous334@gmail.com,8942843479,Mumbai,Maharashtra,India,3.1,Active,2023-10-03,
S00026,Mobiles & Accessories House - Kaul,mobilesaccessoriesho747@gmail.com,8698169340,Mumbai,Maharashtra,India,4.0,Active,2025-01-14,
S00647,Shetty Store,shettystore407@gmail.com,9850745106,Mumbai,Maharashtra,India,4.1,Active,2022-04-19,
S00272,Anirudh Grocery Mart,anirudhgrocerymart785@gmail.com,7149864300,Mumbai,Maharashtra,India,3.7,Active,2019-01-30,
S00759,Gopal Mobiles & Accessories Enterprises,gopalmobilesaccessor406@gmail.com,7319422686,Pune,Maharashtra,India,3.1,Active,2025-09-20,
S00689,Handa Store,handastore151@gmail.com,6310287950,Indore,Madhya Pradesh,India,3.7,Active,2021-11-27,
S00310,Aarna Mobiles & Accessories Emporium,aarnamobilesaccessor720@gmail.com,9122868528,Jaipur,Rajasthan,India,4.9,Active,2022-12-14,
S00010,Kannan Home & Lifestyle Ventures,kannanhomelifestylev88@gmail.com,9182278248,Delhi,Delhi,India,4.4,Active,2021-05-17,
S00364,Mobiles & Accessories Mart - Manne,mobilesaccessoriesma879@gmail.com,8019292752,Delhi,Delhi,India,2.8,Active,2024-06-09,
S00702,Grocery Mart - Walla,grocerymartwalla621@gmail.com,6342138820,Chennai,Tamil Nadu,India,3.8,Active,2025-01-20,
S00949,Chandresh Sports & Fitness Enterprises,chandreshsportsfitne897@gmail.com,8202389743,Ludhiana,Punjab,India,4.0,Active,2019-02-07,
S00622,Mekhala Beauty Exports,mekhalabeautyexports650@gmail.com,8911110961,Chennai,Tamil Nadu,India,3.5,Active,2025-02-09,
S00246,Reddy Mart,reddymart860@gmail.com,6438057198,Patna,Bihar,India,4.3,Active,2025-04-17,
S00303,Korpal Exports,korpalexports719@gmail.com,6273585730,Mumbai,Maharashtra,India,4.0,Active,2020-07-05,
S00971,Anjali Furniture Store,anjalifurniturestore501@gmail.com,8604067200,Indore,Madhya Pradesh,India,4.1,Active,2021-04-14,
S00283,Contractor Furniture Collection,contractorfurniturec783@gmail.com,6759579472,Ahmedabad,Gujarat,India,4.8,Inactive,2022-02-21,
S00767,Bansal Electronics Emporium,bansalelectronicsemp470@gmail.com,9345475749,Delhi,Delhi,India,2.9,Active,2020-07-27,
S00678,Bumb Mart,bumbmart22@gmail.com,6038960870,Bengaluru,Karnataka,India,3.2,Active,2020-05-27,
S00752,Babu Co.,babuco941@gmail.com,9015502916,Bengaluru,Karnataka,India,3.6,Active,2022-10-15,
S00508,Furniture Hub - Rege,furniturehubrege511@gmail.com,9255877749,Hyderabad,Telangana,India,3.3,Inactive,2025-07-19,
S00867,Dhaliwal House,dhaliwalhouse311@gmail.com,8337976627,Delhi,Delhi,India,4.7,Active,2020-03-10,
S00248,Furniture Co. - Bhatia,furniturecobhatia774@gmail.com,7347212281,Chandigarh,Chandigarh,India,3.2,Active,2025-03-29,
S00684,Yashoda Mobiles & Accessories House,yashodamobilesaccess20@gmail.com,9670336268,Mumbai,Maharashtra,India,1.8,Active,2025-01-27,
S00206,Grocery Traders - Acharya,grocerytradersachary4@gmail.com,9149731032,Indore,Madhya Pradesh,India,3.9,Inactive,2024-04-23,
S00045,Mohini Kitchenware Retail Pvt Ltd,mohinikitchenwareret106@gmail.com,6947775204,Hyderabad,Telangana,India,4.6,Active,2019-09-25,
S00660,Furniture Co. - Shere,furniturecoshere480@gmail.com,8676670806,Hyderabad,Telangana,India,2.1,Active,2022-05-23,
S00901,Nath Toys & Baby Care Store,nathtoysbabycarestor397@gmail.com,7604235973,Delhi,Delhi,India,4.0,Active,2020-04-20,
S00096,Roy Hub,royhub736@gmail.com,7460953962,Hyderabad,Telangana,India,3.9,Active,2023-01-17,
S00982,Vansha Fashion Exports,vanshafashionexports232@gmail.com,7013546212,Delhi,Delhi,India,3.5,Active,2023-03-15,
S00174,Raja Co.,rajaco490@gmail.com,6361115542,Chandigarh,Chandigarh,India,3.2,Active,2020-06-29,
S00231,Kitchenware Collection - Savant,kitchenwarecollectio241@gmail.com,,Coimbatore,Tamil Nadu,India,4.0,Active,2021-11-14,null_phone
S00683,Home & Lifestyle Enterprises - Datta,homelifestyleenterpr743@gmail.com,7037710704,Jaipur,Rajasthan,India,2.9,Active,2019-12-13,
S00194,Agarwal Toys & Baby Care Retail Pvt Ltd,agarwaltoysbabycarer629@gmail.com,7476870146,Delhi,Delhi,India,2.3,Active,2024-11-23,
S00756,Mobiles & Accessories House - Basu,mobilesaccessoriesho555@gmail.com,9780555572,Chandigarh,Chandigarh,India,3.4,Active,2021-05-12,
S00933,Toys & Baby Care Enterprises - Misra,toysbabycareenterpri340@gmail.com,7482012840,Nagpur,Maharashtra,India,1.6,Active,2024-11-04,
S00079,Siya Beauty Exports,siyabeautyexports540@gmail.com,8036900343,Chennai,Tamil Nadu,India,4.1,Active,2022-03-31,
S00904,Dey Beauty Collection,deybeautycollection995@gmail.com,7961803324,Bengaluru,Karnataka,India,2.3,Active,2019-02-15,
S00646,Goel Grocery Collection,goelgrocerycollectio763@gmail.com,6307240787,Ahmedabad,Gujarat,India,3.1,Active,2025-03-04,
S00817,Sports & Fitness Store - Pathak,sportsfitnessstorepa877@gmail.com,9557522501,Kolkata,West Bengal,India,2.6,Active,2024-09-04,
S00915,Behl Toys & Baby Care Ventures,behltoysbabycarevent488@gmail.com,9651221500,Kolkata,West Bengal,India,4.3,Active,2025-02-24,
S00197,Boase Emporium,boaseemporium181@gmail.com,7955905992,Indore,Madhya Pradesh,India,3.7,Active,2024-07-09,
S00308,Qabil Home & Lifestyle Exports,qabilhomelifestyleex951@gmail.com,6705865094,Mumbai,Maharashtra,India,3.6,Active,2022-05-29,
S00668,Kota Retail Pvt Ltd,kotaretailpvtltd361@gmail.com,8724461767,Bengaluru,Karnataka,India,3.8,Active,2024-09-07,
S00550,Verma House,vermahouse229@gmail.com,8141115931,Ahmedabad,Gujarat,India,3.7,Active,2022-07-07,
S00456,Jagrati Kitchenware Collection,jagratikitchenwareco639@gmail.com,8523219416,Bengaluru,Karnataka,India,3.6,Active,2020-04-22,
